037, 1239, 161
975, 1239, 237
1326, 1239, 569
1443, 1239, 933
8209.5, 1239, 1163
6736, 1239, 1199
45152.25, 1239, 1239
1175, 1239, 1647
631.5, 1239, 1835
900, 1239, 1841
600, 1239, 1855
414, 1239, 1931
7337.5, 1239, 1987
696, 1240, 125
315, 1240, 293
8010, 1240, 319
192, 1240, 427
5512.5, 1240, 455
6060, 1240, 497
490, 1240, 503
888, 1240, 623
896, 1240, 839
736, 1240, 937
1008, 1240, 961
864, 1240, 1003
1296, 1240, 1019
912, 1240, 1029
736, 1240, 1251
36, 1240, 1431
1088, 1240, 1755
1512, 1240, 1853
1312, 1240, 1939
2854.5, 1240, 1993
136, 1241, 107
44, 1241, 109
1632, 1241, 113
12689.5, 1241, 269
8666, 1241, 403
828, 1241, 419
600, 1241, 491
11875, 1241, 513
3010, 1241, 537
272, 1241, 613
1482, 1241, 743
344, 1241, 769
1360, 1241, 777
10285, 1241, 779
160, 1241, 967
950, 1241, 991
2785.5, 1241, 1041
114, 1241, 1107
1254, 1241, 1205
61745.25, 1241, 1241
1156, 1241, 1249
7810, 1241, 1279
846, 1241, 1289
3404.5, 1241, 1323
16, 1241, 1327
48, 1241, 1469
720, 1241, 1523
5427, 1241, 1595
342, 1241, 1711
9893.5, 1241, 1781
18, 1241, 1907
2209, 1241, 1939
442, 1241, 1947
1716, 1241, 1959
576, 1241, 1979
1650, 1242, 103
200, 1242, 187
12487.5, 1242, 229
1221, 1242, 321
2150, 1242, 453
1419, 1242, 457
645, 1242, 501
496, 1242, 635
1050, 1242, 651
665, 1242, 707
320, 1242, 935
550, 1242, 1175
1700, 1242, 1213
645, 1242, 1233
555, 1242, 1261
185, 1242, 1471
11418.5, 1242, 1547
496, 1242, 1609
624, 1242, 1613
1600, 1242, 1639
1480, 1242, 1663
1512, 1243, 747
1092, 1243, 823
828, 1243, 1211
26549.25, 1243, 1243
6642, 1243, 1555
684, 1243, 1807
6142.5, 1243, 1929
5083, 1244, 1
1070, 1244, 17
5083, 1244, 223
144, 1244, 249
448.5, 1244, 315
131.5, 1244, 353
1848, 1244, 1115
1943.5, 1244, 1219
84, 1244, 1379
7, 1244, 1613
24, 1244, 2011
156, 1245, 79
95, 1245, 291
608, 1245, 349
11039, 1245, 519
690, 1245, 537
1148, 1245, 649
78, 1245, 787
8343.5, 1245, 837
2425.5, 1245, 1055
456, 1245, 1077
7007, 1245, 1137
468, 1245, 1197
6645, 1245, 1231
68318.25, 1245, 1245
90, 1245, 1249
90, 1245, 1261
720, 1245, 1307
943, 1245, 1411
66, 1245, 1467
576, 1245, 1505
384, 1245, 1641
52, 1245, 1697
455, 1245, 1753
600, 1245, 1765
790.5, 1245, 1785
1216, 1245, 1997
112, 1246, 227
952, 1246, 543
6270, 1246, 673
98, 1246, 803
2695, 1246, 1227
4242, 1246, 1359
364, 1246, 1827
1140, 1246, 1855
360, 1247, 37
528, 1247, 113
500, 1247, 167
500, 1247, 175
175, 1247, 191
1134, 1247, 195
5348.5, 1247, 453
722, 1247, 465
400, 1247, 501
1152, 1247, 599
88, 1247, 613
440, 1247, 777
3327.5, 1247, 779
168, 1247, 1003
312, 1247, 1147
2785, 1247, 1161
41226.25, 1247, 1247
374, 1247, 1249
1397.5, 1247, 1351
1056, 1247, 1581
144, 1247, 1605
143, 1247, 1947
6428, 1247, 1979
1023, 1247, 2013
1380, 1248, 51
343, 1248, 153
135, 1248, 333
2254, 1248, 387
2156, 1248, 413
1978, 1248, 545
2254, 1248, 657
7696, 1248, 1217
782, 1248, 1539
1380, 1248, 1551
11931.5, 1248, 1671
11063, 1248, 1711
2401, 1248, 1877
1476, 1249, 67
1271, 1249, 113
5306, 1249, 679
24350.75, 1249, 1249
1200, 1249, 1301
1845, 1249, 1307
8712, 1249, 1311
912, 1249, 1991
345, 1250, 119
100, 1250, 127
7810, 1250, 231
492, 1250, 317
540, 1250, 521
180, 1250, 527
5761.5, 1250, 663
792, 1250, 673
2707.5, 1250, 841
2254.5, 1250, 995
427.5, 1250, 1099
50, 1250, 1105
6763.5, 1250, 1311
700, 1250, 1345
2598, 1250, 1487
60, 1250, 1625
2403, 1250, 1719
594, 1250, 1867
864, 1251, 173
1368, 1251, 263
8904, 1251, 329
3765.5, 1251, 351
6887.5, 1251, 721
1368, 1251, 787
144, 1251, 821
10062, 1251, 905
1152, 1251, 1069
756, 1251, 1107
1440, 1251, 1219
51181.25, 1251, 1251
576, 1251, 1439
1188, 1251, 1491
1080, 1251, 1541
396, 1251, 1579
360, 1251, 1825
102, 1251, 1961
2137.5, 1251, 1985
4026, 1252, 147
1320, 1252, 205
12726, 1252, 227
1846, 1252, 281
6202, 1252, 351
6650, 1252, 405
612, 1252, 543
480, 1252, 667
1862, 1252, 763
1152, 1252, 771
1353, 1252, 793
640, 1252, 859
1260, 1252, 1047
800, 1252, 1303
500, 1252, 1569
10065, 1252, 1859
168, 1252, 1961
595, 1252, 2011
105, 1253, 41
144, 1253, 299
7512, 1253, 371
542.5, 1253, 397
5321, 1253, 555
40, 1253, 609
1252, 1253, 705
1750, 1253, 957
6103.5, 1253, 1089
49532.25, 1253, 1253
1680, 1253, 1453
626, 1253, 1545
1048.5, 1253, 1725
1721.5, 1253, 1737
400, 1254, 79
144, 1254, 121
819, 1254, 249
1080, 1254, 439
3433.5, 1254, 451
72, 1254, 547
350, 1254, 585
5601.5, 1254, 617
300, 1254, 659
659, 1254, 813
2250, 1254, 845
2636, 1254, 1109
500, 1254, 1133
117, 1254, 1249
468, 1254, 1443
945, 1254, 1515
252, 1254, 1631
408, 1254, 1685
216, 1254, 1783
540, 1254, 1855
600, 1254, 2007
42, 1255, 223
7122.5, 1255, 375
756, 1255, 407
165, 1255, 421
140, 1255, 505
16, 1255, 587
4458.5, 1255, 823
301, 1255, 847
53803.75, 1255, 1255
374, 1255, 1539
2502.5, 1255, 1685
32, 1255, 1765
30, 1255, 1831
1354.5, 1255, 1977
1054, 1256, 245
4087.5, 1256, 379
104, 1256, 427
299, 1256, 505
44, 1256, 569
864, 1256, 673
341, 1256, 799
637, 1256, 825
1840, 1256, 833
960, 1256, 939
78, 1256, 965
195, 1256, 1007
155, 1256, 1099
2850, 1256, 1165
132, 1256, 1233
4275.5, 1256, 1449
432, 1256, 1567
1006, 1256, 1625
1476, 1256, 1689
225, 1256, 1699
240, 1256, 1815
75, 1256, 1959
1257.5, 1256, 1987
312, 1257, 213
1323, 1257, 301
96, 1257, 305
640, 1257, 323
147, 1257, 447
504, 1257, 529
2760, 1257, 577
8385.5, 1257, 603
130, 1257, 677
40, 1257, 889
702, 1257, 1111
90, 1257, 1149
59578.75, 1257, 1257
54, 1257, 1299
936, 1257, 1325
1225, 1257, 1551
1519, 1257, 1575
675, 1257, 1591
1426, 1257, 1697
1360, 1257, 1741
312, 1257, 1749
1960, 1257, 1843
54, 1257, 1849
1134, 1257, 1861
240, 1257, 1891
14237, 1257, 1915
4837.5, 1258, 383
1107.5, 1258, 819
63, 1258, 1055
182, 1258, 1137
1774.5, 1258, 1245
4500, 1258, 1599
175, 1258, 1647
36, 1259, 37
1222, 1259, 47
558, 1259, 117
60, 1259, 155
138, 1259, 177
1833, 1259, 243
6575, 1259, 353
90, 1259, 473
3879, 1259, 479
36, 1259, 507
1645, 1259, 513
874, 1259, 621
15, 1259, 673
90, 1259, 701
80, 1259, 719
644, 1259, 723
16755.5, 1259, 943
1150, 1259, 1073
713, 1259, 1131
30, 1259, 1155
31410.75, 1259, 1259
1927, 1259, 1345
69, 1259, 1413
230, 1259, 1505
940, 1259, 1523
60, 1259, 1531
350, 1259, 1613
2209, 1259, 1675
540, 1259, 1733
5232.5, 1259, 1741
1200, 1259, 2011
7359, 1260, 25
12711, 1260, 27
1320, 1260, 75
552, 1260, 95
576, 1260, 117
1320, 1260, 167
4086, 1260, 173
14049, 1260, 297
13714.5, 1260, 469
760, 1260, 491
468, 1260, 557
1232, 1260, 657
850, 1260, 667
738, 1260, 681
1457, 1260, 691
1125, 1260, 827
14020, 1260, 913
1144, 1260, 969
1100, 1260, 1035
612, 1260, 1093
1320, 1260, 1095
1080, 1260, 1127
1800, 1260, 1137
1645, 1260, 1337
12948.5, 1260, 1409
1840, 1260, 1465
1680, 1260, 1925
6687.5, 1260, 1951
630, 1261, 407
374, 1261, 617
731, 1261, 727
722, 1261, 1039
136, 1261, 1063
7581, 1261, 1069
396, 1261, 1129
47200.75, 1261, 1261
1056, 1261, 1263
1221, 1261, 1279
1050, 1261, 1369
3249, 1261, 1421
7441.5, 1261, 1509
204, 1261, 1653
1470, 1261, 1715
30, 1261, 1979
2420, 1262, 1
5985, 1262, 49
1020, 1262, 223
2350, 1262, 283
90, 1262, 315
2422.5, 1262, 643
6982.5, 1262, 697
5785.5, 1262, 1059
250, 1262, 1149
390, 1262, 1219
598.5, 1262, 1389
2799.5, 1263, 43
297, 1263, 83
99, 1263, 179
627, 1263, 185
190, 1263, 233
215, 1263, 291
9051, 1263, 433
1974, 1263, 591
495, 1263, 803
345, 1263, 1067
3952.5, 1263, 1141
1134, 1263, 1239
40710.75, 1263, 1263
88, 1263, 1483
4412.5, 1263, 1603
1218, 1263, 1799
350, 1263, 1887
1786, 1264, 765
6342.5, 1264, 849
2507.5, 1264, 1815
420, 1265, 15
2619, 1265, 403
8, 1265, 515
64, 1265, 599
6, 1265, 1137
930, 1265, 1255
29027.25, 1265, 1265
547, 1265, 1351
1350, 1265, 1367
405, 1265, 1503
1500, 1265, 1567
96, 1265, 1671
1309.5, 1265, 1675
50, 1265, 1727
4947, 1265, 1827
3682, 1266, 109
465, 1266, 187
31, 1266, 269
155, 1266, 1285
558, 1266, 1369
289, 1267, 217
1000, 1267, 283
1675, 1267, 627
663, 1267, 715
16975, 1267, 1217
28056.25, 1267, 1267
1150, 1267, 1359
102, 1267, 1369
4853.5, 1267, 1375
1800, 1267, 1437
2300, 1267, 1533
2303, 1268, 117
1012, 1268, 437
1260, 1268, 791
987, 1268, 899
1457, 1268, 1179
1197, 1268, 1181
242, 1268, 1491
1350, 1268, 1569
8055, 1268, 1587
960, 1268, 1795
420, 1268, 1839
680, 1269, 121
190, 1269, 125
140, 1269, 217
111, 1269, 289
9453.5, 1269, 549
136, 1269, 563
407, 1269, 695
989, 1269, 703
1326, 1269, 877
5214, 1269, 907
2257.5, 1269, 909
7417.5, 1269, 951
13545, 1269, 967
4094.5, 1269, 991
6450, 1269, 1151
92396.25, 1269, 1269
805, 1269, 1401
12534.5, 1269, 1501
559, 1269, 1553
11932.5, 1269, 1631
296, 1269, 1687
2021, 1269, 1755
104, 1269, 1779
1406, 1269, 1787
1058, 1269, 1799
69, 1269, 1861
108, 1269, 1897
667, 1269, 1953
387, 1269, 1955
946, 1269, 1963
748, 1269, 1981
3346, 1270, 151
2151, 1270, 283
1553.5, 1270, 309
2390, 1270, 429
3346, 1270, 777
304, 1270, 891
2748.5, 1270, 1443
3107, 1270, 1611
893, 1270, 1757
5253.5, 1270, 1881
3262.5, 1271, 119
3654, 1271, 443
1260, 1271, 457
420, 1271, 493
750, 1271, 619
5611.5, 1271, 819
9585, 1271, 933
652.5, 1271, 1217
38432.25, 1271, 1271
1500, 1271, 1317
6264, 1271, 1959
1110, 1272, 51
1287, 1272, 169
651, 1272, 279
1813, 1272, 387
1519, 1272, 471
1591, 1272, 545
2668, 1272, 603
1813, 1272, 657
70, 1272, 679
665, 1272, 741
312, 1272, 793
304, 1272, 903
175, 1272, 955
168, 1272, 975
627, 1272, 1101
1152, 1272, 1117
390, 1272, 1131
2064, 1272, 1143
9338, 1272, 1387
2334.5, 1272, 1471
629, 1272, 1539
1110, 1272, 1551
224, 1272, 1785
248, 1272, 1819
585, 1272, 1829
56, 1272, 1949
1457, 1272, 1975
1127, 1273, 23
11832, 1273, 53
23, 1273, 133
644, 1273, 345
5838, 1273, 579
5692.5, 1273, 625
432, 1273, 809
576, 1273, 939
5089.5, 1273, 961
28, 1273, 1071
35672.75, 1273, 1273
408, 1273, 1287
2116.5, 1273, 1331
2256, 1273, 1403
480, 1273, 1613
224, 1273, 1705
7548.5, 1273, 1753
864, 1273, 1825
849, 1274, 115
816, 1274, 687
252, 1274, 935
2264, 1274, 953
1214.5, 1274, 1299
306, 1274, 1505
1054, 1274, 1875
540, 1275, 57
69, 1275, 95
72, 1275, 117
345, 1275, 595
2112, 1275, 607
360, 1275, 625
3997.5, 1275, 815
135, 1275, 1127
22454.25, 1275, 1275
1320, 1275, 1475
14, 1275, 1565
1680, 1276, 11
290, 1276, 53
2205, 1276, 63
2115, 1276, 93
2845.5, 1276, 111
229.5, 1276, 239
990, 1276, 253
15142.5, 1276, 311
14124.5, 1276, 375
10335, 1276, 429
4900.5, 1276, 631
8268, 1276, 675
22, 1276, 707
2205, 1276, 811
232, 1276, 823
12892.5, 1276, 827
495, 1276, 875
1485, 1276, 917
1170, 1276, 975
4074, 1276, 1283
378, 1276, 1347
7, 1276, 1391
1584, 1276, 1447
4134, 1276, 1465
765, 1276, 1695
12057.5, 1276, 1785
986, 1276, 1793
1170, 1276, 1853
1033.5, 1276, 1905
270, 1276, 1981
1665, 1276, 1997
5558, 1277, 43
2021, 1277, 173
9329.5, 1277, 177
882, 1277, 287
494, 1277, 325
2977.5, 1277, 373
1935, 1277, 649
234, 1277, 787
2183.5, 1277, 797
4168.5, 1277, 973
420, 1277, 1175
52701.75, 1277, 1277
1191, 1277, 1369
1247, 1277, 1805
16705.5, 1277, 1939
7146, 1278, 9
143, 1278, 261
610.5, 1278, 339
540, 1278, 661
1176, 1278, 1115
952, 1278, 1387
144, 1278, 1763
336, 1278, 1847
1152, 1278, 1995
444, 1279, 31
191.5, 1279, 109
180, 1279, 111
192, 1279, 143
30, 1279, 185
6688.5, 1279, 253
33991.25, 1279, 1279
1470, 1279, 1421
252, 1279, 1781
7468.5, 1279, 1959
1020, 1279, 1993
1650, 1280, 23
340, 1280, 125
1273.5, 1280, 745
5500.5, 1280, 781
350, 1280, 899
7677, 1280, 991
2050, 1280, 1171
650, 1280, 1225
2040, 1280, 1353
2277, 1280, 1493
416, 1280, 1653
13025, 1280, 1773
66, 1280, 2007
13283, 1281, 99
7, 1281, 109
3478, 1281, 131
9366, 1281, 227
17084.5, 1281, 233
114, 1281, 299
32, 1281, 381
30, 1281, 615
11373, 1281, 771
570, 1281, 849
32, 1281, 875
2162, 1281, 921
7201, 1281, 935
1330, 1281, 1043
188, 1281, 1079
1927, 1281, 1189
1224, 1281, 1235
1242.5, 1281, 1279
104531.25, 1281, 1281
30, 1281, 1337
11373, 1281, 1479
303, 1281, 1551
2341.5, 1281, 1753
273, 1281, 1959
14040, 1282, 29
4972.5, 1282, 145
144, 1282, 189
1476, 1282, 221
100, 1282, 283
1361.5, 1282, 683
259, 1282, 737
273, 1282, 751
28, 1282, 787
8074, 1282, 951
1620, 1282, 1075
1462.5, 1282, 1117
108, 1282, 1199
1697.5, 1282, 1217
115, 1282, 1359
180, 1282, 1437
893, 1282, 1519
1786, 1282, 1523
230, 1282, 1533
288, 1282, 1601
3112, 1282, 1609
1645, 1282, 1847
504, 1282, 1897
1739, 1282, 1901
528, 1283, 45
624, 1283, 395
2359.5, 1283, 425
260, 1283, 721
968, 1283, 765
154, 1283, 845
638, 1283, 1213
726, 1283, 1217
29318.25, 1283, 1283
5929, 1283, 1335
133, 1283, 1519
266, 1283, 1523
1763, 1283, 1573
473, 1283, 1727
32, 1283, 1773
245, 1283, 1847
259, 1283, 1901
112, 1283, 1921
504, 1284, 79
25, 1284, 411
47, 1284, 425
168, 1284, 1697
4735.5, 1284, 1707
261.5, 1284, 1797
336, 1285, 53
4, 1285, 137
1722, 1285, 205
8947, 1285, 331
68, 1285, 367
630, 1285, 715
3, 1285, 751
64282.25, 1285, 1285
1270, 1285, 1413
420, 1285, 1487
602, 1285, 1531
6613, 1285, 1571
5271, 1285, 1633
627, 1285, 1665
144, 1285, 1709
200, 1285, 1815
4473.5, 1285, 1823
686, 1285, 1861
195, 1286, 125
36, 1286, 135
1152, 1286, 211
510, 1286, 227
240, 1286, 309
7910, 1286, 353
420, 1286, 365
10900, 1286, 379
11017.5, 1286, 467
416, 1286, 547
160, 1286, 729
640, 1286, 779
72, 1286, 821
520, 1286, 1007
2160, 1286, 1177
3955, 1286, 1297
8881, 1286, 1497
26, 1286, 1517
1504, 1286, 1617
600, 1286, 1699
18936, 1286, 1703
150, 1286, 1721
676, 1286, 1759
168, 1286, 1825
735, 1286, 1849
200, 1286, 1959
1092, 1286, 1981
1880, 1287, 31
85, 1287, 87
85, 1287, 93
1024, 1287, 327
7540, 1287, 421
9340, 1287, 517
595, 1287, 617
1640, 1287, 757
70, 1287, 813
896, 1287, 925
576, 1287, 1041
280, 1287, 1109
324, 1287, 1265
32806.75, 1287, 1287
108, 1287, 1391
168, 1287, 1605
1222.5, 1287, 1805
306, 1287, 1811
675, 1288, 77
1550, 1288, 127
56, 1288, 227
6928.5, 1288, 337
372, 1288, 423
88, 1288, 685
68, 1288, 771
7114.5, 1288, 839
228, 1288, 1011
38, 1288, 1067
1540, 1288, 1263
189, 1288, 1265
625, 1288, 1281
7215, 1288, 1313
68, 1288, 1479
102, 1288, 1753
1269, 1288, 1973
217, 1288, 2007
882, 1289, 67
660, 1289, 263
1140, 1289, 367
1260, 1289, 391
30, 1289, 429
252, 1289, 503
70, 1289, 533
10940, 1289, 629
11213.5, 1289, 709
360, 1289, 805
70, 1289, 851
1456, 1289, 853
702, 1289, 871
4649.5, 1289, 1033
99417.25, 1289, 1289
240, 1289, 1363
216, 1289, 1403
9824.5, 1289, 1519
1323, 1289, 1697
1519, 1289, 1851
7695, 1289, 1885
588, 1289, 1891
1367.5, 1289, 1903
11487, 1289, 2009
1488.5, 1290, 561
215, 1290, 937
837.5, 1290, 1185
2404.5, 1290, 1317
5610.5, 1290, 1511
282, 1291, 97
342, 1291, 621
252, 1291, 723
450, 1291, 1073
20736.25, 1291, 1291
799, 1291, 1297
1598, 1291, 1929
5092.5, 1292, 25
2910, 1292, 157
2765, 1292, 1041
182, 1292, 1473
727.5, 1292, 1617
961, 1292, 1625
14, 1292, 1857
6838.5, 1292, 1929
493, 1293, 197
806, 1293, 251
1496, 1293, 265
1023, 1293, 325
116, 1293, 361
3852.5, 1293, 403
176, 1293, 495
14528.5, 1293, 663
930, 1293, 811
12749.5, 1293, 905
20, 1293, 907
290, 1293, 957
1094, 1293, 1019
152, 1293, 1185
70418.75, 1293, 1293
680, 1293, 1365
150, 1293, 1483
660, 1293, 1539
593, 1293, 1591
175, 1293, 1623
52, 1293, 1687
1102, 1293, 1879
933, 1293, 1893
186, 1293, 1977
1176, 1294, 551
210, 1294, 715
35, 1294, 849
200, 1294, 869
6363, 1294, 937
155, 1294, 993
675, 1294, 1379
2161.5, 1294, 1529
205, 1294, 1573
3695.5, 1294, 1609
8842.5, 1294, 1641
55, 1294, 1727
50, 1294, 1783
1250, 1294, 1833
1508.5, 1295, 55
75, 1295, 339
5603, 1295, 351
10128.5, 1295, 1195
61956.25, 1295, 1295
6896, 1295, 1303
1100, 1295, 1407
5387.5, 1295, 1433
224, 1295, 1481
215.5, 1295, 1503
8835.5, 1295, 1753
352, 1295, 1909
1056, 1295, 1981
896, 1295, 1993
396, 1296, 339
10248, 1296, 345
96, 1296, 355
1968, 1296, 471
3750, 1296, 495
564, 1296, 573
72, 1296, 613
144, 1296, 821
3049.5, 1296, 1133
1728, 1296, 1225
4956, 1297, 17
18, 1297, 91
416, 1297, 129
64, 1297, 203
962, 1297, 257
1363, 1297, 577
28, 1297, 645
496, 1297, 763
3304, 1297, 833
1023, 1297, 1125
38512.25, 1297, 1297
5988.5, 1297, 1475
90, 1297, 1541
376, 1297, 1587
1240, 1297, 1589
4887.5, 1298, 179
736, 1298, 1039
4185, 1298, 1365
1302, 1299, 379
266, 1299, 441
5814, 1299, 935
84, 1299, 1083
28020.25, 1299, 1299
1932, 1299, 1319
294, 1299, 1333
2175.5, 1299, 1511
12, 1300, 21
141, 1300, 93
11902.5, 1300, 105
1890, 1300, 143
120, 1300, 375
4477.5, 1300, 421
66, 1300, 505
147, 1300, 507
285, 1300, 531
2032.5, 1300, 599
1148, 1300, 665
328, 1300, 675
1159.5, 1300, 759
1066, 1300, 843
180, 1300, 1151
5708, 1300, 1273
1760, 1300, 1489
10149, 1300, 1539
2115, 1300, 1661
8671.5, 1300, 1707
1178, 1300, 1753
4395, 1301, 25
4395, 1301, 339
2254, 1301, 399
5860, 1301, 1021
1288, 1301, 1285
31131.25, 1301, 1301
1758, 1301, 1589
368, 1301, 1629
986, 1302, 195
5943, 1302, 639
1298.5, 1302, 1383
196, 1302, 1831
442, 1303, 139
720, 1303, 173
2150, 1303, 255
7420, 1303, 329
5346, 1303, 509
468, 1303, 743
924, 1303, 775
120, 1303, 821
12187.5, 1303, 945
1200, 1303, 1219
58906.25, 1303, 1303
200, 1303, 1341
4582.5, 1303, 1467
252, 1303, 1565
1107, 1304, 37
792, 1304, 87
99, 1304, 109
1323, 1304, 247
484, 1304, 335
1318.5, 1304, 419
48, 1304, 547
